s.no,code,product_name,brands,energy-kcal_value,sugars_value,carbohydrates_value,sugar_to_carb_ratio
6066,1121124,Kalamata Olive Bloomer,Sainsbury's Taste the Difference,121,2.3,22.4,0.102678571
6067,3.04E+12,Mouliné légumes du potager,Liebig,36,2,5.5,0.363636364
6068,8.08E+12,Pesto Genovese,Barilla,482,11.1429842,9.8,0
6069,8.72E+12,Maille mout vdt eau 245g,Maille,151,1.9,3.5,0.542857143
6070,8.00E+12,Sanpellegrino,"San Pellegrino, Nestlé",64,14.5,14.5,1
6071,5.00E+12,Doritos Tangy Cheese,"Doritos,Walkers",230,1.8,29,0.062068966
6072,4.06E+12,Cranberry drink,Mcennedy,36,8.4,8.4,1
6073,5.90E+12,Śmietana 18%,Piątnica,191,3.6,4.8,0.75
6074,3.18E+12,Petites Madeleines,Bonne Maman,437,29,56,0.517857143
6075,3.07E+12,Râpé Gran Vegiano,Nurishh,266,2,44,0.045454545
6076,58449770206,Heritage Flakes Cereal,Nature’s Path,160,5,31,0.161290323
6077,5.01E+12,Wholemeal,Kingsmill,235,4.3,38.5,0.111688312
6078,5.00E+12,Corned beef,PRINCES,225,1.1,1.1,1
6079,8.00E+12,Aranciata Rossa,"San Pellegrino,Nestlé",21,4.4,4.5,0.977777778
6080,8.72E+12,Original,Ligeresa,277,2.4,9,0.266666667
6081,5.05E+12,Tomato puree,Asda,80,13,13,1
6082,20775995,Halloumi,Milbona,302,1.4,1.4,1
6083,5.06E+12,Proper Corn Lightly Sea Salted,Proper,88,0.6,11.3,0.053097345
6084,1137637,Semi Skimmed Milk,Sainsbury's,50,4.8,4.8,1
6085,9.35E+12,Organic Kombucha Raspberry Lemonade,"Remedy Kombucha, Remedy",2.8,0,0.4,0
6086,3.61E+12,Reduced sugar raspberry extra jam,Bonne Maman,162,37,37,1
6087,5.00E+12,Tuna Chunks in Spring Water,John West,106,0,0,0
6088,5.74E+12,Lupark Spreadable Lighter,Lurpak,516,0.4,0.4,1
6089,8.72E+12,Pro Active,Gourmet,530,0.5,0.5,1
6090,8.41E+12,PAN INTEGRAL 84%,Bimbo,240,2.7,42,0.064285714
6091,3.09E+12,Miel,Lune de Miel,320,80,80,1
6092,5.04E+12,apple juice,Innocent,45,9.5,11,0.863636364
6093,8.85E+12,instant rice vermicelli noodles,mams,162,11.1429842,37,0
6094,34361690334,Hipro saveur coco,Hipro,247,3.299999952,3.599999905,0.916666678
6095,5.07E+12,Apple & Cinnamon Granola,Bio & Me,239,5.7,38.7,0.147286822
6096,12991240,MayMouna Semoule Fine,MayMouna,360,11.1429842,72,0
6097,5.06E+12,Riced Cauliflower,"Fullgreen, Waitrose",19,1.3,2,0.65
6098,20891299,Lightly Salted Rice Crackers,Rivercote,402,3.4,85,0.04
6099,5.06E+12,Honey & Almond Granola,Tesco,427,15.60000038,64.3,0.242612759
6100,51500243213,Peanut Butter Spread,Jif Natural Creamy,190,4,8,0.5
6101,5.00E+12,Minestrone Soup,Heinz,32,1.8,6.2,0.290322581
6102,6.19E+12,Eau de source naturelle,mira,0,11.1429842,0,0
6103,395496,All Butter Pistachio and Almond Cookies,M&S Food,530,19,50,0.38
6104,3.02E+12,Aubergines cuisinées à la provençale d'aucy 380g,D'aucy,72,5.1,5.1,1
6105,4.09E+12,Brown Sauce,Bramwells,97,17,23,0.739130435
6106,4.02E+12,Skyr creamy Natural,Arla,99,3.9,3.9,1
6107,5.05E+12,Tesco Greek Style Yoghurt 4 X,Tesco,99,4.2,4.2,1
6108,8.48E+12,,Eliges,261,3,49,0.06122449
6109,96619225798,beurre de noix mélangées avec graines,Kirkland,200,1,8,0.125
6110,5.06E+12,Corn Flakes,Asda,387,6.1,85,0.071764706
6111,5.00E+12,Sour Cream Multigrain Snacks,Walker,119,1,15,0.066666667
6112,8.50E+11,Beyond Burger,Beyond Meat,196,0.6,5.6,0.107142857
6113,819589,Tomato Ketchup,"Marks & Spencer,Simply M&S",157,35.6,36.1,0.986149584
6114,5.05E+12,Sun-dried tomato,Tesco,161.3288719,6.4,22.9,0.279475983
6115,5.00E+12,Bull's-Eye Original BBQ Sauce,Heinz Foods UK Ltd,160,33,38,0.868421053
6116,5.06E+12,Gut Health Light and Creamy,The Coconut Collab,78,1.2,6,0.2
6117,332071,Baked Beans (Reduced Sugar & Salt),Sainsburys,154,4.9,21,0.233333333
6118,5.03E+12,Graham's Gold Smooth,Graham's,74,4.4,4.4,1
6119,5.05E+12,Guacamole,Tesco,142,11.1429842,3.3,0
6120,6.11E+12,Tomato ketchup,Star,103,24.35,24.35,1
6121,8.57E+11,Collagen Peptides,Vital Proteins,70,11.1429842,0,0
6122,4.00E+12,Veganer Hauchgenuss Klassisch - Typ Hähnchen,Rügenwalder Mühle,92,0.5,3.4,0.147058824
6123,4.06E+12,Protein porridge chocolate,Crownfield,120,4.9,15.6,0.314102564
6124,6.11E+12,Orangina,Orangina,43,10,10.3,0.970873786
6125,6.11E+12,Fawakih,Chergui,51,11.5,11.5,1
6126,5.06E+12,Actimel Strawberry,Danone,76,12,12,1
6127,6.11E+12,Filets de maquereaux,,214.7,0,0.2,0
6128,7.62E+12,Cheese Triangles,Dairylea,33,0.7,0.7,1
6129,5.06E+12,Rice noodles chick-n ramen,Itsu,216.66,2.292,40.82,0.056148947
6130,5.03E+12,Jason's sourdough grains and seeds,Jason’s,256,2.1,46,0.045652174
6131,8.40E+12,Crema de calabacín,Hacendo,36,2.5,5.5,0.454545455
6132,6.11E+12,Dima biscuit,,445,4,77.01,0.051941306
6133,4.09E+12,Light soy sauce,Aldi,46,8.2,8.5,0.964705882
6134,374743,Pesto,Sainsbury's,148,0.8,2.5,0.32
6135,6.11E+12,Mixy aux céréales,jaouda,76.3,9.2,13.1,0.702290076
6136,1054200,Multiseed loaf,Sainsbury,184,1.2,29.40528301,0
6137,6.11E+12,Yaourt brassé Bulgare,chergui,82,8.15,9,0.905555556
6138,3.30E+12,"Wok&go - Poulet et riz au curry, coco",Fleury Michon,171,2.5,16,0.15625
6139,1766820,Chunky cod fillet fish fingers,Sainsbury’s,196,0.800000012,17.29999924,0.046242777
6140,6.11E+12,,,345,3.700000048,75.5,0.049006623
6141,6.11E+12,Bunny,bé,430,20,50.7,0.394477318
6142,6.11E+12,Chergui maxi brassé,Chergui,107,16,18,0.888888889
6143,6.11E+12,Mixy fraise,Jaouda,76.3,9.2,13.1,0.702290076
6144,4.00E+12,Cream Cheese,Aknaz,232,2.1,2.3,0.913043478
6145,2.81E+11,Seeded multigrain bloomer,,256,3.3,36.1,0.091412742
6146,4.06E+12,Bravčové párky,Piráti,217,0.5,0.6,0.833333333
6147,3.56E+12,Carrefour Bio Galettes de Maïs Salées,Carrefour BIO,385,0.6,87,0.006896552
6148,5.00E+12,Twiglets,Jacob’s,421,0.5,57,0.00877193
6149,5.00E+12,Turkey Rashers,Mattersons,116,1,1.2,0.833333333
6150,6.11E+12,,,58,4.8,4.8,1
6151,7.39E+12,Oatly Barista Organic Oat Drink,Oatly,59,2.2,6.3,0.349206349
6152,4.06E+12,Multi-Mineral,Mivolis,7.648183555,0.033,0.61,0.054098361
6153,4.06E+12,Specialite laitière Myrtille Mûre Cassis,Envia,79,9.8,11,0.890909091
6154,4.06E+12,Italian Crackers With 6% Extra Virgin Olive Oil,Savour Bakes,130,11.1429842,22.2,0
6155,5.06E+12,Hummus Chips: Tomato + Basil flavour,Eat Real,100,0.3,15,0.02
6156,6.11E+12,La jardinière,La jardinière,32,11.1429842,4,0
6157,20068295,Iced tea saveur pêche,Freeway,31,7.5,7.5,1
6158,3.26E+12,Céréales Muesli croustillant aux 4 noix paquet de 500g,U,478,14,58,0.24137931
6159,3.27E+12,10 pains au lait,Carrefour,366,11,52,0.211538462
6160,3.56E+12,Galettes riz complet,"Bio Village, Marque Repère",386,0.5,82,0.006097561
6161,8.71E+12,löslichen Kaffee,Maxwell House,1,0,0.3,0
6162,3.15E+12,HERTA allumettes de Bacon 2x100g - 200g,Herta,106.2,0.8,0.8,1
6163,3.17E+12,Sirop d'Agave bio,Daddy,310,77,78,0.987179487
6164,3.05E+12,confiture bonne maman 4 fruits,Bonne Maman,239,58,58,1
6165,4.00E+12,Vegane Mühlen Salami Klassisch,Rügenwalder Mühle,134,0.5,3.8,0.131578947
6166,3.56E+12,Chocolat dessert pâtissier,"Marque Repère, Tablette d'Or",513,48,51,0.941176471
6167,20104214,Musli bar apple,Crownfield,356,9,71.2,0.126404494
6168,20000660,Mustikkahillo,Maribel,238,57.1,57.6,0.991319444
6169,3.50E+12,Tropicana Pommes pressées Pink Lady 1 L,Tropicana,47,11,11,1
6170,3.53E+12,GrandLait Bio,Candia,47,4,4,1
6171,3.27E+12,Nuggets Extra Croustillant x10,Le gaulois,232,0,17,0
6172,3.18E+12,Coulommiers l'Extra-Crémeux,"CF&R, Cœur de Lion, Savencia",283,0.1,1,0.1
6173,3.02E+12,Yaos yaourt à la grecque vanille,Nestlé,132,13.5,14.3,0.944055944
6174,3.26E+12,Lait 1/2 écrémé,U,47,4.8,4.8,1
6175,3.27E+12,Gnocchis au chèvre et aux épinards et à la sauce tomate,"Formule express, Picard",156,5.6,22,0.254545455
6176,3.48E+12,Purée Pomme Poire Williams,"Jardin Bio, Léa Nature",52,10,12,0.833333333
6177,3.16E+12,BRIDELIGHT LE PTIT GOURMAND ALLEGE 5%MG 250g,Bridelight,145,0.5,0.5,1
6178,3.46E+12,Quinotto Légumes verts Parmesan,Jardin bio,132,2.5,15,0.166666667
6179,3.27E+12,"Saumon aux épices tandoori, riz noir et petits légumes",Picard,108,2.1,13,0.161538462
6180,3.66E+12,Tartare sauce aux cornichons et aux câpres,Bénédicta,530,2.4,3.8,0.631578947
6181,20290221,Sardines huil.olive extra v.St Gil.,Saveurs de nos Régions,200,0,0,0
6182,20681517,Emmental,Étoile D'Or,373,0,0,0
6183,3.28E+12,Riz au Lait Vanille de Madagascar 2 x 160g,"La fermière, La Fermière",149,10,20,0.5
6184,3.60E+12,Tranches panées de Cabillaud MSC,Findus,177,0.6,15,0.04
6185,26034461,Sirop d’agave,Simplement Bon et Bio,451,105,105,1
6186,3.27E+12,12 OEUFS FRAIS de poules élevées en plein air,Carrefour,145,0.7,0.7,1
6187,20995751,bio vollkorn penne,Lidl,343,4.3,65,0.066153846
6188,3.25E+12,Oasis sorbet Tropical,Oasis,113,24,27.9,0.860215054
6189,3.25E+12,"Fromage blanc nature à 3,2% de matière grasse",Pâturages,75,3.3,3.9,0.846153846
6190,3.56E+12,Tartine et cuisson Oméga3,"Marque Repère, NAT&vie",450,0.5,0.5,1
6191,3.25E+12,Grand Mie 7 céréales,"Chabrior, Intermarché",273,4.9,42.4,0.115566038
6192,3.76E+12,Tartines craquantes avoine,"Jardin bio, Léa Nature",370,0.6,72,0.008333333
6193,5.00E+12,After Eight,Nestlé,426,67.8,73.5,0.92244898
6194,3.30E+12,Poulet & Purée de Courgettes pointe de crème fraîche,Fleury Michon,111,2.7,10,0.27
6195,8.71E+12,Harina Fina de Maíz,"Maizena,Unilever",355,0,86,0
6196,3.25E+12,Cœur mie complet 500g,"Chabrior, intermarché",231,5.2,38,0.136842105
6197,8.00E+12,SANPELLEGRINO Momenti boisson gazeuse aromatisée Grenade Cassi 33cl,"Nestlé, San Pellegrino, Momenti, Sanpellegrino",10,2,2,1
6198,4.06E+12,Cordons bleus de poulet,"Les Volailles du Chef, Toque du Chef",228,2,17,0.117647059
6199,4.06E+12,mozzarella,"lidl, milbona",248,1.5,1.5,1
6200,8.89E+12,Lait de coco fluide,Kara,182,2.2,2.9,0.75862069
6201,7.61E+12,MAGGI KUB OR 32 Cubes - 128g,"Kub or, Maggi",178,9.8,20.7,0.473429952
6202,3.56E+12,Tables du Mondes - Tortillas chips original,"Marque Repère, Tables du Monde",470,1.5,64,0.0234375
6203,7.61E+12,Ricola eucalyptus,Ricola,237,0,98,0
6204,3.56E+12,Bûche de chèvre fondante,"Marque Repère, Les Croisés",279,0.5,1.4,0.357142857
6205,20796273,Sel fin,ChanteSel,0,0,0,0
6206,3.25E+12,SAINT ELOI riz complet cuisson 10 mn étui 500gr,Saint Eloi,357,0,74.5,0
6207,3.03E+12,"NESCAFÉ NES, Café Soluble,",Nescafé,118,3.1,3.1,1
6208,3.03E+12,"NESCAFÉ SPECIAL FILTRE Décaféiné, Café Soluble, Flacon de 200g","Nestlé, Nescafé, Special filtre, Special filtre decaf",3,0.1,0.1,1
6209,3.56E+12,sucre,"Carrefour,Simply",400,100,100,1
6210,3.48E+12,Farine de Sarrasin,Treblec,357,1.2,67.1,0.017883756
6211,20840792,Pruneaux d'Agen,Saveurs de nos Regions,250,37,55,0.672727273
6212,4.10E+12,Agavendicksaft,Alnatura,300,75,75.5,0.993377483
6213,3.40E+12,Biscuits Croquants Avoine Chocolat,Evernat,458,17,62,0.274193548
6214,5.00E+12,After Eight,Nestlé,426,67.8,73.5,0.92244898
6215,4.00E+12,Lapin d’or chocolat au lait,Lindt,544,54,56,0.964285714
6216,3.76E+12,Sablés authentiques Épeautre,Bisson,458,16,64,0.25
6217,40897837,Fine de Poulet,"Dulano, Saint Alby",273,0.6,1.5,0.4
6218,20071097,Flûtes feuilletées fromage,Snaktastic,501,3.8,53,0.071698113
6219,3.56E+12,Miel de fleurs,Carrefour,0,11.1429842,29.40528301,0
6220,3.56E+12,Flageolets verts extra fins,"Marque Repère, Notre Jardin",85,0.5,11,0.045454545
6221,4.01E+12,Milchschnitte 10er-Pack,"kinder,Ferrero",118,8.3,9.5,0.873684211
6222,8.00E+12,Classic Napolitaner - Loacker,Loacker,517,25,58,0.431034483
6223,5.00E+12,Sauce Algérienne,heinz,456,16,18,0.888888889
6224,8.48E+12,Perlas de Mozzarella,Hacendado,58.2,0.15,0.6,0.25
6225,5.20E+12,Violife 100% vegan original flavour slices,Violife,285,0,20,0
6226,8.41E+12,María sin gluten,Gullón,470,19,66,0.287878788
6227,3.23E+12,Ramen saveur poulet teriyaki,Tanoshi,52,0.5,11,0.045454545
6228,3.02E+12,Filets de maquereaux Huile d'Olive Vierge Extra,Petit Navire,233,0,0,0
6229,5.90E+12,Mayomix,Heinz,432,12,14.7,0.816326531
6230,3.33E+12,Pâte à tartiner noisette cacao,le jardin de corentin,542,52,53,0.981132075
6231,8.01E+12,Rummo Linguine N°13,Rummo,356,3.1,69.5,0.044604317
6232,5.41E+12,Pepsi max,Pepsi,0.5,0,0,0
6233,20067274,Choco Shells,Crownfield,377,22.4,74.4,0.301075269
6234,3.04E+12,Velouté de poireaux et pommes de terre,Liebig,32,0.5,4.3,0.11627907
6235,3.18E+12,"Gerblé - No Sugar Added Apple Blackcurrant Cake Filling, 180g (6.4oz)",Gerblé,67,0.7,12,0.058333333
6236,3.06E+12,Touche de Thé noir,Volvic,14,3.2,3.3,0.96969697
6237,20959968,Mantequilla Light*,"Milbona,Lidl",371,0.2,2.1,0.095238095
6238,20269944,Iodized sea salt,Castello,10,0,0,0
6239,8.00E+12,tonno rio mare oliva,Rio Mare,110,0,0,0
6240,8.85E+12,Mogu mogu,Sappe Public Company Limited,50,12,12,1
6241,1.40E+12,Mild mustard,Ikea,146,15,18,0.833333333
6242,8.00E+12,"DolcesenzaFrumento, Avena e Riso",Misura,363,2.5,73,0.034246575
6243,8.00E+12,Essenza - Saveur Citron & Zeste De Citron,"Nestlé, San Pellegrino",1,0,0,0
6244,20561864,soba noodles,Vitasia,346,2.1,69.6,0.030172414
6245,3.26E+12,Madeleines sorties du four,LE STERN,449,17,47,0.361702128
6246,20415044,,Pilos ( Lidl ),42,4,4,1
6247,3.15E+12,HERTA KNACKI Saucisses 100% pur porc x6 - 210g,"Herta, Knacki",259.8,1,1.2,0.833333333
6248,8.00E+12,Ferrero Rocher Haselnuss white,Ferrero,109.8,8.046,8.082,0.995545657
6249,3.15E+12,HERTA LE BON PARIS Jambon au Torchon sans nitrite x4 - 140g,"Le Bon Paris, Herta",108.8,0,0.8,0
6250,5.45E+12,Fanta orange slim 25cl,"Fanta, Fanta orange",48,11.7,11.7,1
6251,50823093,Milk Chocolate Caramel Wafer,Tunnock’s,134,10.4,20.8,0.5
6252,5.94E+12,Pom-Bar,Chio,515,1.3,61,0.021311475
6253,4.01E+12,Orangensaft,Valensina,43,9,9,1
6254,3.17E+12,Thé vert glacé,Lipton,10,2.2,2.3,0.956521739
6255,34000400126,Creamy Peanut Butter,reese's,190,3.52,7.04,0.5
6256,7.62E+12,Philadelphia,Philadelphia,217,1.2,2.4,0.5
6257,3.42E+12,Muesli au chocolat,Terres et Céréales,407,7.9,62,0.127419355
6258,80935490,Chewing gum pure fresh,Mentos,183,0,73,0
6259,5.00E+12,pot noodles chicken and mushroom 114g,King Pot Noodle,523,4.1,69,0.05942029
6260,3.56E+12,Muesli croustillant tout chocolat,Marque Repère,444,20,64,0.3125
6261,3.03E+12,Skyr vanille,Danone,105,12.7,13.4,0.947761194
6262,2.01E+12,Nature à tartiner,"Aldi, Petit pré",229,3.5,3.5,1
6263,5.00E+12,Fruit and nut muesli,Waitrose,387,19.1,57.5,0.332173913
6264,4.06E+12,Jemný kečup,"Kania,Lidl",102,19.3,21.7,0.889400922
6265,5.06E+12,Organic baked beans,mr organic,93,3.8,16,0.2375
6266,51500017005,Natural Creamy Peanut Butter,Smucker's,190.08,2,7.008,0.285388128
6267,5.03E+12,Incredible Curried Chickpeas,Jamie Oliver,135,0.8,15.6,0.051282051
6268,5.00E+12,Basmati Rice,Tesco,153,0.1,32.3,0.003095975
6269,5.00E+12,Salted tortilla chips,Waitrose,501,1.1,63.6,0.017295597
6270,5.00E+12,Butter Beans in Water,Napolina,109,0,15.6,0
6271,3.76E+12,Knax végétales & gourmandes,HappyVore,151,0.5,2.5,0.2
6272,4.06E+12,Soft Pitted Apricots,Alesto,215,43.8,47.3,0.926004228
6273,5.00E+12,8 Wraps,The co-operative loved by us,190,1.5,32,0.046875
6274,5.01E+12,Chickpeas,Morrisons,128,0.4,16.1,0.02484472
6275,5.01E+12,Morrisons authentic Greek yogurt,"Morrison's The Best, Morrisons",131,3.3,4.3,0.76744186
6276,8.71E+12,Mélange de fruits et de noix,Natural Happiness,538,26.9,32.4,0.830246914
6277,10061282,Houmous,Tesco,230,0.6,11.9,0.050420168
6278,5.01E+12,Tangfastics,Haribo,346,50,80,0.625
6279,5.06E+12,6 Seed & Cereal Original Pitta,The Food Doctor,239,1.9,40.4,0.047029703
6280,1550368,Unsweetened Soya,Sainsbury's,33,0.5,0.5,1
6281,43647160010,STRAWBERRY PRESERVE,Wilkin & Sons Ltd,300,70,70,1
6282,5.01E+12,Tomato Puree,Morrisons,86,14.9,14.9,1
6283,5.02E+12,Mature Cheddar & Red Onion,Kettle,513,1.3,52,0.025
6284,5.01E+12,Pataks Korma Sauce 450g,Patak's,98,5.5,9.3,0.591397849
6285,4.06E+12,Müesli crunchy,"Crownfield, Lidl",459,26.9,63.4,0.424290221
6286,5.00E+12,Baked Bean In Tomato Sauce,Heinz,71,4.7,11.7,0.401709402
6287,3.07E+12,Cheese spread,The Laughing Cow,38,0.96,1,0.96
6288,5.06E+12,Ultimate Oat Barista,Mighty,60,2.9,6.8,0.426470588
6289,31200452009,Cranberry Classic,Ocean Spray,20,4.3,4.3,1
6290,10001417,Tesco Cashew Nuts,tesco,187,1.7,5.6,0.303571429
6291,5.05E+12,Creme Fraiche,Tesco,302,2.7,2.8,0.964285714
6292,5.00E+12,Strong white flour,Tesco,348,1.4,68.5,0.020437956
6293,4.09E+12,Clear Honey,Grandessa,307,76,76,1
6294,8.41E+12,Sweet and salty nut,Nature Valley,500,19.2,43.1,0.445475638
6295,8.72E+12,Knorr Bouillon de Légumes 15 Tablettes 150g,Knorr,323,6.6,27,0.244444444
6296,3.28E+12,Yaourt,MALO,99,17,17,1
6297,1817928,Strawberry Granola,Sainsbury’s,428,16.5,68.3,0.241581259
6298,6.11E+12,Jnane saveur coco,Chergui,102,13.6,15,0.906666667
6299,4.09E+12,Butter croissant,Aldi,412,8,41.2,0.194174757
6300,5.01E+12,Bens Express Rice Long Grain 220g,Ben's,148,0.5,31,0.016129032
6301,4.06E+12,Bio Organic Almond Drink Plant - Based,Vemondo,27,2.7,2.8,0.964285714
6302,4.06E+12,Marmelade Erdbeere,Maribel,224,53.7,54.2,0.990774908
6303,8.48E+12,Palitos delicias - Surimi,Hacendado,90,3.5,12.4,0.282258065
6304,5.01E+12,Lyle’s Golden Syrup,Abram Lyle & sons,317,79,79,1
6305,5.05E+12,Plain Poppadom,Tesco,36,0.1,3.3,0.03030303
6306,6.11E+12,Flan banane,idéal,45,9.5,29.40528301,0
6307,5.06E+12,2 bake at home multigrain baguettes with sourdough,Tesco,297,3.5,56.8,0.061619718
6308,5.03E+12,2 Bake at Home Baguettes,Tesco,295,3.7,59.8,0.06187291
6309,9.35E+12,Organic kombucha,"Remedy, Remedy Drinks, Remedy Kombucha",2,0,1.6,0
6310,5.02E+12,,Organix,384,9.6,87.1,0.11021814
6311,4.09E+12,Long grain rice - Classic,"Worldwide Foods,Aldi",144,0.5,29,0.017241379
6312,5.01E+12,Ben's Mexican style,Uncle Ben,169,1.1,33,0.033333333
6313,5.00E+12,Ciabatta rolls,Waitrose,254,4.3,45.6,0.094298246
6314,6.11E+12,Fawakih li b7al daya,Chergui,50.90000153,11.5,11.5,1
6315,6.11E+12,Perly max,Jaouda,117,7,9.5,0.736842105
6316,6.11E+12,Sable original,,485,23.5,74.1,0.317139001
6317,80051411,Nutella,Nutella Ferrero,539,56.3,57.9,0.972366149
6318,8.40E+12,100%Frutas,Hacendado,302,56,67,0.835820896
6319,1810387,Lighter soft cheese,By Sainsbury's,155,3.9,3.9,1
6320,6.11E+12,Petit suisse,Gervais,4.8,7,11,0.636363636
6321,5.01E+12,Sauerkraut,Baxters,13,0.5,1,0.5
6322,4.06E+12,Mango Chutney,Lidl Deluxe,257,55,63,0.873015873
6323,5.01E+12,Dominican Republic Dark Chocolate 72,Morrisons,124,4.1,5.3,0.773584906
6324,6.11E+12,Flocons d’avoine,,378,1.39,59.4,0.023400673
6325,5.00E+12,"Coca Cola 0,33",Coca Cola,42,10.6,10.6,1
6326,6.11E+12,Fruity,jaouda,67.6,8.3,11.8,0.703389831
6327,3.02E+12,Skyr Stracciatella,Siggi's,103,9,9.6,0.9375
6328,96619450008,natural Peanut Butter creamy,Kirkland Signature,90,1,4,0.25
6329,8.72E+12,Gold Butter (vegan),Becel,531,0.5,0.5,1
6330,6.11E+12,Cheddar bonna 24 p,Bonna,218,6,10,0.6
6331,3.61E+12,Caramelised Apple Spread,Bonne Maman,347,48,49,0.979591837
6332,6.11E+12,Maxi brassé,Chergui,107,16,18,0.888888889
6333,4.06E+12,Deluxe Madagascar Vanilla Ice Cream,Lidl,249,19.9,19.9,1
6334,6.11E+12,Dessert gourmand chocolat,Chergilui,149,15.06,18.2,0.827472527
6335,1002942,Wholegrain Malties,Sainsbury's,360,10.6,69.6,0.152298851
6336,4.06E+12,Canned Tomatoes,Aldi,22,3.8,3.8,1
6337,6.11E+12,Ketchup ton chef 240ml,,23.15,1.05,29.40528301,0
6338,6.11E+12,flipo,henrry's,91,5.5,12,0.458333333
6339,6.11E+12,,,38,7.9,9.5,0.831578947
6340,3.02E+12,CONFIPOTE Confiture allégée en sucres Pot Fraise 350g,"confipote, materne",163,38,38,1
6341,7.61E+12,NESQUIK Moins de Sucres Poudre Cacaotée,"Nestlé, Nesquik",327,25,45.2,0.553097345
6342,3.18E+12,Galettes au bon beurre bio,St Michel,455,27,73,0.369863014
6343,5.90E+12,NESTLE CHOKELLA Céréales 350g​,"Nestlé, Chokella",412,24.3,73.3,0.331514325
6344,3.03E+12,Danette saveur vanille,"Danette,Danone",107,14.5,17.1,0.847953216
6345,3.05E+12,Jus de pommes pressées,Andros,46,11,11,1
6346,3.56E+12,Pain grillé au blé complet,"Bio Village, Marque Repère",384,4.4,72,0.061111111
6347,3.18E+12,Madeleines,St Michel,437,28,56,0.5
6348,3.42E+12,2 Cordons Bleus De Poulet Bio,Nature De France,233,0.6,14,0.042857143
6349,10576403,Volvic Touch Wasser,Volvic,13,3,3,1
6350,3.18E+12,Génoise chocolat orange Gerblé sans sucres,Gerblé,295,0,66,0
6351,3.56E+12,100% pur jus orange sans pulpe,Carrefour,39,8.7,9.4,0.925531915
6352,3.27E+12,Confiture de fraises,"Carrefour BIO, Carrefour",242,57,58,0.982758621
6353,3.76E+12,Coconut milk,"Jardin bio, LEA Nature",170,2.2,2.6,0.846153846
6354,5.04E+12,Jus Orange & Carotte,Innocent,41,8.6,9.3,0.924731183
6355,4.00E+12,"Caprisonne, Multivitamin","Capri-Sonne, Capri-Sun",31,7.3,7.3,1
6356,3.56E+12,Mozzarella,Carrefour,235,0.8,1.3,0.615384615
6357,3.76E+12,Petits sablés Beaufort,Michel et Augustin,508,3,51,0.058823529
6358,3.56E+12,Amande intense,"Carrefour BIO, Carrefour",63,4.2,4.9,0.857142857
6359,3.03E+12,Activia muesli amande quinoa graines de chia 170 g x 1,"Activia, Activia yoghurt cereals/fibres, Danone",111,10,15.4,0.649350649
6360,3.02E+12,La Coqueline (fraise),"LU,Mondelez",382,41,63,0.650793651
6361,3.60E+12,Céréales de campagne,Tipiak,348,3.5,71,0.049295775
6362,3.18E+12,"Les Tendres Carrés blé, petits pois, courgette & curry",Céréal Bio,208,3.5,19,0.184210526
6363,3.37E+12,XXL poulet roti crudites,Daunat,514,7.59,60,0.1265
6364,3.43E+12,Lait Bio Demi-Écrémé,lactel,46,4.8,4.8,1
6365,20057602,8 crêpes with chocolate flavour filling,Duc de Coeur,146,12,19,0.631578947
6366,3.61E+12,Coeur coulant au chocolat🍫,Bonne maman,439,30,40,0.75
6367,3.56E+12,Feta - Fromage,"Carrefour,Carrefour Extra",287,0.5,0.5,1
6368,3.28E+12,Ma Salade de Lentilles à la Lyonnaise,Pierre Martinet,122,1.2,12,0.1
6369,3.05E+12,Excellence Noir Zeste de Citron Vert,Lindt,531,48,51,0.941176471
6370,8.00E+12,"NESCAFÉ Café Viennois, Café soluble,","Nestlé, Nescafé",41,5.2,6.9,0.753623188
6371,3.56E+12,Ratatouille à la provençale,"Bio Village, Marque Repère",71,4.2,6,0.7
6372,3.02E+12,Prince Choco'🍫Barre - Barre céréalière au chocolat🍫,LU,430,31,70,0.442857143
6373,3.26E+12,P'tits pains façon bretzel,Brioche Pasquier,338,10,49,0.204081633
6374,3.56E+12,Ricotta,Carrefour,148,3.4,3.4,1
6375,4.00E+12,Kräuter der Provence,BRESSO,235,2.8,4.4,0.636363636
