s.no,code,product_name,brands,energy-kcal_value,sugars_value,carbohydrates_value,sugar_to_carb_ratio
5749,8.70E+12,Kelly's Fitness Club crunchy muesli with dried fruit,Kelly's,399,18.7,71.8,0.260445682
5750,5.06E+12,Clear Honey,Tesco,331,82.4,82.4,1
5751,5.01E+12,tomato puree,Napolina,89,15.6,15.6,1
5752,3.07E+12,Light Cheese Triangles,The Laughing Cow,147,6,6,1
5753,3.60E+12,Épinards Branches à la Crème,Findus,68,1.9,5.8,0.327586207
5754,5.06E+12,Rice noodles Satay flavour,Itsu,229,3.1,43,0.072093023
5755,5.06E+12,Choco Pops Cereals,Kellogg's,380,22,77,0.285714286
5756,5.00E+12,Doritos Mild Salsa 300g,"Doritos, Dr Organic",35,4.7,6.6,0.712121212
5757,5.03E+12,Rose Harissa Paste,Belazu,459,4.1,9.5,0.431578947
5758,5.00E+12,Tuc,Tuc,26,0.3,2.7,0.111111111
5759,515221,Medium Wholemeal Super Soft Loaf,Marks & Spencer,226,0,0.7,0
5760,5.00E+12,Lasagne Pasta,Tesco,268,1.6,53.4,0.029962547
5761,5.01E+12,Crispy French Fries,McCain,148,0.5,21,0.023809524
5762,5.05E+12,Asda extra special Wholemeal & bread,Asda,254,2.5,36,0.069444444
5763,5.05E+12,Wholegrain mustard,Tesco,188,2.7,9,0.3
5764,20720018,Plain Bagels,Rowan Hill Bakery,224,4.3,43.3,0.099307159
5765,5.01E+12,Matzo,Rakusen's,357,2.8,79,0.035443038
5766,8.85E+12,Mama Instant Rice Noodles,Mama,353,0,80,0
5767,4.09E+12,Bolognese pasta sauce,Aldi,46,6.8,8.8,0.772727273
5768,3.33E+12,Oranges Clémentines Citrons sans sucres ajoutés,"Georgelin,Lucien Georgelin",84,20.4,20.4,1
5769,5.01E+12,Morrocan Falaffels,Cauldron,239,6.5,36,0.180555556
5770,21000612239,cream cheese,Philadelphia,100,1,1,1
5771,5.01E+12,Patak's Plain Pappadums x 8,"Morrisons, Patak s",37,0.1,3.1,0.032258065
5772,246231,Soft White,"M&S, Marks & Spencer, Marks and Spencer",250,3.2,46.7,0.068522484
5773,5.01E+12,Indian Style Pilau Rice,Tilda,165,0.2,31.5,0.006349206
5774,5.05E+12,Orzo,Tesco,177,0.7,35.4,0.019774011
5775,13764027220,Organic Bread,Dave's Killer Bread,110,2,20,0.1
5776,5.05E+12,Vegetable stock cubes,Tesco,8,11.1429842,0.8,0
5777,4.06E+12,Greek Natural Yogurt,Milbona,124,4.8,5.2,0.923076923
5778,8.72E+12,Light mayo,Hellmann's,269,2.3,6.1,0.37704918
5779,6.11E+12,Arroz gigala,,354,0.100000001,80,0.00125
5780,5.00E+12,Bisto gravy,Bisto,397,12.2,59.8,0.204013378
5781,8.50E+11,PRIME Blue Raspberry,PRIME,20,2,5,0.4
5782,5.00E+12,Beef Gravy,Bisto,350,2.1,68.1,0.030837004
5783,4.06E+12,Golden Syrup,Belbake,319,79,79,1
5784,5.06E+12,Low Sugar Maple & Pecan Granola imp,Lizi's,478,2.4,50.7,0.047337278
5785,5.06E+12,Lentil & Smoked Bacon soup,New Covent Garden Soup Co,171,2.2,16,0.1375
5786,176422,Mixed Bean Salad,Sainsburys,108,4.2,16.7,0.251497006
5787,1098037,Sun-Dried Tomato Antipasto,Sainsbury,190,5.8,12,0.483333333
5788,6.11E+12,Pepsi Pet,Pepsi,42,11,11,1
5789,181495,Stonebaked Margherita Hand Stretched Pizza,Sainsbury's,339,5.6,46.4,0.120689655
5790,3.34E+12,Tam,,233,0.1,0.1,1
5791,6.11E+12,Fromage fondu hamburger,,280,3,5,0.6
5792,5.06E+12,Oats & Plenty Super Seedy & Nutty Porridge,Bio&Me,426,8.6,53.8,0.159851301
5793,179768,Fast Action Dried Yeast 8 Sachets,Sainsbury's,323,13.9,17.6,0.789772727
5794,6.11E+12,Momo White,Excelo,494,27,70,0.385714286
5795,6.11E+12,"Miranda citron 1,5L",,45,12,12,1
5796,6.11E+12,Pâte à tartiner aux noisettes,,517,61.7,62.5,0.9872
5797,1483246,Mozzarella,"Sainsbury's, Sainsbury's basic",245,1.5,1.5,1
5798,29310456,Grano high fibre seeded,Marks & Spencer,440,5.8,58.2,0.099656357
5799,5.06E+12,superfood organic Hot Chocolate,Naturya,382,55,67,0.820895522
5800,6.11E+12,,null,270,3.6,6,0.6
5801,8.40E+12,Arándanos,Hacendado,402,34,76,0.447368421
5802,6.11E+12,Tchico xxl,,427,27,70,0.385714286
5803,3.50E+12,Tomates cerises allongées,"Azura, Disma International",19.3,2.48,2.49,0.995983936
5804,3.03E+12,Danone Hipro + fruits rouges,Danone,54,3.4,3.8,0.894736842
5805,6.11E+12,GOÛTER,it,480,39,65,0.6
5806,4.07E+12,Haferdrink Natur,DmBio,40,5.2,6,0.866666667
5807,8.40E+12,Pan integral de molde sin corteza,Hacendado,126,1.008,19.6,0.051428571
5808,6.11E+12,الشركي بروتين,Chergui,59,4.9,5.5,0.890909091
5809,13297703,Brassé citron au lait entier,"Yoplait, les laitiers responsables",92,10.8,12,0.9
5810,5.04E+12,Innocent jus pomme & framboise 900ml,Innocent,64,14,15,0.933333333
5811,3.18E+12,gaufres au sucre perlé,Bonne Maman,450,26,51,0.509803922
5812,3.33E+12,YOP Parfum Vanille,"Yop gf, Yoplait",66,10.5,10.7,0.981308411
5813,3.12E+12,L'emmental français extra fin,EntreMont,369,0.5,0.5,1
5814,3.02E+12,Nutella,"Ferrero, Nutella",539,56.3,57.5,0.979130435
5815,3.43E+12,Lait Matin léger BiO,Lactel,107.5,12,12,1
5816,3.03E+12,22 TRANCHES SANS CROUTE Nature Sans Sucres Ajoutés,Jacquet,264,5.5,47,0.117021277
5817,3.27E+12,sojasun chocolat,Sojasun,107,13.3,16.5,0.806060606
5818,3.56E+12,Moutarde de Dijon bio,"Bio Village, Marque Repère",157,1.7,3,0.566666667
5819,3.03E+12,Actimel 100 g x 12 original,"Actimel, Danone",72,10.8,10.8,1
5820,3.27E+12,COOKIES Chocolat Noisettes,"Carrefour BIO, Carrefour",501,27,58,0.465517241
5821,3.03E+12,Activia fraise,"Activia, Activia yoghurt fruits, Danone",88,11.4,11.8,0.966101695
5822,5.01E+12,Weetabix Avena Suave Oatibix,Weetabix,370,1.100000024,59,0.018644068
5823,3.33E+12,Sucralose,"Canderel, Merisant",362,90,90,1
5824,8.71E+12,Knorr Soupe Liquide Mouliné de Légumes Variés du Potager 1L,Knorr,27,1,4.2,0.238095238
5825,10023594,,Suzi Wan,68,0.5,5.3,0.094339623
5826,8.72E+12,ProActiv Expert Tartine et Gourmet Sans Huile de Palme,"Fruit d'Or ProActiv, Pro activ, ProActiv, ProActiv Expert",490,0,0,0
5827,3.56E+12,Cœur de crème,"Marque Repère, Les Croisés",351,0.5,0.5,1
5828,3.02E+12,Mini Rollos Chocolat au Lait & Coeur fondant au Lait,"LU,Mondelez,Pépito",509,36,64,0.5625
5829,7.62E+12,Lu thé pocket,lu,453,26,73,0.356164384
5830,3.02E+12,Olives vertes dénoyautées -25% sel,Tramier,181,0.5,0.7,0.714285714
5831,3.04E+12,Coquillettes,"Ebro Foods, Panzani",361,3.7,72,0.051388889
5832,3.27E+12,Dessert café 4x100 g,Sojasun,84,10.5,13.8,0.760869565
5833,3.12E+12,Emmental Francese,"Entremont, Sodiaal",369,0.5,0.5,1
5834,3.28E+12,Trio de lentilles à la moutarde à l'ancienne - Végétal,Pierre Martinet,131,1.5,14,0.107142857
5835,5.00E+12,Coca-Cola,"Coca-Cola, Coca-Cola company, The Coca Cola Company",42,10.6,10.6,1
5836,3.02E+12,Thon entier au naturel albacore,Petit Navire,109,0,0,0
5837,3.25E+12,Sel et Poivre,Too Good,411,3.8,58.2,0.065292096
5838,5.45E+12,Coca-Cola Zero,Coca-Cola,0.2,0,0,0
5839,3.01E+12,Knorr Soupe Déshydratée Douceur de 9 Légumes 3 Portions,"DouceurⓇ, Knorr®",425,22,50,0.44
5840,3.26E+12,Taboulé aux tomates fraîches,Garbit,109,2.6,20,0.13
5841,5.06E+12,Thé vert,twinings,1,0,0.2,0
5842,8.41E+12,Leche semidesnatada,Central Lechera Asturiana,46,4.7,4.7,1
5843,3.56E+12,Maïs,"Carrefour, Carrefour Classic'",77,5.5,12,0.458333333
5844,3.24E+12,Gnocchi à poeler,Lustucru selection,195,1.5,34,0.044117647
5845,8.48E+12,Yogur natural con azucar de caña,Hacendado,94,11.6,11.6,1
5846,8.08E+12,Tortiglioni - Barilla,Barilla,359,3.5,71,0.049295775
5847,3.23E+12,Nouilles japonaises saveur boeuf teppanyaki,Tanoshi,80,0.6,10,0.06
5848,3.56E+12,Dipster,Carrefour,496,4.3,62,0.069354839
5849,3.27E+12,P'tit déj bio céréales et chocolat,Le Moulin du Pivert,496,24,62,0.387096774
5850,8.00E+12,Kinder Cards Family-Pack 20days,"Ferrero, Kinder",510,42.9,55.9,0.76744186
5851,5.45E+12,Zero azúcar,AQUARIUS,2.5,11.1429842,0,0
5852,3.56E+12,Pesto Verde,"Marque Repère,Turini",312,2.5,5.3,0.471698113
5853,8.48E+12,Stevia,Hacendado,0,0,0,0
5854,3.25E+12,Truite fumée - 120g,Odyssée,163,0,0,0
5855,5.90E+12,Granola au chocolat et framboises,One Day More,410,10.1,65.2,0.154907975
5856,8.48E+12,Panela,Hacendado,376,94,94,1
5857,8.01E+12,Choco Chip Cookies,"Schär,ARVID NORDQUIST NORGE AS",523,21,62,0.338709677
5858,3.37E+12,St hubert bio & vegetal demi sel 230g ss hdp,"St hubert bio, St hubert bio & vegetal, st Hubert",495,0,0,0
5859,3.08E+12,La Poêlée Champêtre,Bonduelle,45,2.2,5.5,0.4
5860,8.08E+12,Tarallucci mb 350g int. eu,Mulino Bianco,467,23,70,0.328571429
5861,5.01E+12,Dark chocolate bar with cranberries and macadamias,Eat Natural,191,16,21,0.761904762
5862,20884291,Muesli Croccante,"Crownfield,Lidl,Brüggen",270,7,43,0.162790698
5863,7.30E+12,Wasa delicate thin crackers sea salt 180g we,Wasa,436,13,68,0.191176471
5864,5.05E+12,,Pringles,525,2.3,56,0.041071429
5865,8.00E+12,Fibrextra,Misura,447,20,59,0.338983051
5866,5.06E+12,Infusion Ayurveda,Twinings,0,0,0,0
5867,20005542,Butterkeks Mit Vollmilch Schokolade,"Lidl,Sondey,Inter Biscuits",506,35.3,57.6,0.612847222
5868,3.56E+12,Muesli,Leclerc,439,24,65,0.369230769
5869,20083786,Goody Cao,Bellarom,384,75.8,78.9,0.960709759
5870,3.56E+12,Biscotte,"Bio Village, Marque Repère",401,3,72,0.041666667
5871,8.00E+12,Glassa all’Aceto Balsamico di Modena I.G.P.,"Italia, Ponti",2,50,54,0.925925926
5872,8.71E+12,Infusion à froid Detox cranberry framboise hibiscus,Elephant,4,0.5,0.5,1
5873,3.30E+12,Le Supérieur A l'Etouffé,Fleury Michon,115,0.5,0.5,1
5874,4.34E+12,Körniger Frischkäse,REWE Bio,91,0,1,0
5875,3.24E+12,Pastabox Carbonara,Sodebo,166,1.9,17,0.111764706
5876,8.41E+12,Nature Valley CRUNCHY,Nature Valley,473,26.8,64.3,0.416796267
5877,8.41E+12,Pesto a base de albahaca,Gallo,473,6.7,9,0.744444444
5878,8.48E+12,Arroz largo,Hacendado,347,0.3,78,0.003846154
5879,20094508,Crefee mit feinen  Kräutern,Milbona,245,3,3,1
5880,4.06E+12,Schoko Müsli,"Crownfield,Lidl,Brüggen",410,17.5,60.7,0.28830313
5881,8.00E+12,Le Fresche Biscottate Integrali,GrissinBon,393,4.5,68,0.066176471
5882,3.17E+12,Doritos Salsa douce,Doritos,35,4.7,6.6,0.712121212
5883,5.41E+12,"Alpro Sojadrink, Barista 1L",DANONE AS,42,2.5,2.7,0.925925926
5884,8.41E+12,Cuor di Cereale,gullon,446,16,70,0.228571429
5885,5.03E+12,Hit Lean & Green Apple + Elderflower + Maté Tea + L-Carnitine,"LEAN&GREEN,Vit.Hit,Vithit",7,1.3,1.4,0.928571429
5886,8.08E+12,Nascondini mb 330g int. eu,Mulino Bianco,483,26,65,0.4
5887,4.02E+12,Скир натурален,Exquisa,64,4,4,1
5888,8.48E+12,Ciclamato y sacarina,Hacendado,0,0,0,0
5889,3.09E+12,BID 60CL CITRON TESSEIRE ZERO,Teisseire,22,0.5,2.9,0.172413793
5890,37600110754,Creamy Peanut Butter,Skippy,190,3,6,0.5
5891,5.20E+12,Tranches saveur Cheddar,Violife,59,0,4.4,0
5892,3.04E+12,Panzani Spaghetti n.5,Panzani,361,3.7,72,0.051388889
5893,5.03E+12,Cadbury hot chocolate,Cadbury,404,73,76,0.960526316
5894,3.15E+12,HERTA LE BON PARIS Jambon sel réduit sans nitrite x2 -70g,"HERTA, Le Bon Paris",112.8,0,0.8,0
5895,5.00E+12,Mixed Nuts and Raisins,Tesco,142,3.2,4,0.8
5896,3.76E+12,Pesto alla Genovese,Florelli,410,0.5,4.1,0.12195122
5897,5.60E+12,Snack Aper Matutano Doritos Tex-Mex 120g,"Doritos, Pepsico",497,2.3,56.9,0.040421793
5898,20436568,Clear Honey,"Highgate Fayre, Lidl",336,81,82,0.987804878
5899,5.00E+12,Snacks a Jacks Chocolate Chip Rice Cakes 180g,Snack a Jacks,52,3,9.1,0.32967033
5900,3.03E+12,Skyr fraise,Danone,75,9,9.7,0.927835052
5901,4.09E+12,British Mature Cheddar,"Emporium,Aldi",416,0.5,0.5,1
5902,3.60E+12,Biscottes complète sans sucres ajoutés,Auchan,376,3.4,61,0.055737705
5903,5.90E+12,Kefir,Milko,46,4.6,4.6,1
5904,5.00E+12,KP Dry Roasted Peanuts,KP,179,1.5,2.2,0.681818182
5905,8.41E+12,Galleta boer sabor coco,Coral,478,36.77999878,69.90000153,0.526180229
5906,5.06E+12,Bakewell Tart Bar,Nakd,139,16,18,0.888888889
5907,8.72E+12,Amora Moutarde Douce Verre de Table 230g,Amora,198,4.4,5.7,0.771929825
5908,8.41E+12,Avoine & miel,Nature Valley,392,15.8,68.8,0.229651163
5909,8.72E+12,Flora Rica en Omega 3,Flora,535,0.4,0.4,1
5910,3.26E+12,Riz coco curry et poulet rôti,WILLIAM SAURIN,151,1.1,22,0.05
5911,5.03E+12,Pipers Lye Cross Cheddar & Onion Crisps,Pipers,533,1.5,56.1,0.026737968
5912,5.01E+12,Cornish Pasty,Ginsters,262,1.8,23.5,0.076595745
5913,1217155,6 British Free Range Eggs,Sainsbury,78.65,11.1429842,0,0
5914,3.05E+12,Wild Blueberry Conserve,Bonne Maman,241,59,59,1
5915,8.44E+12,Orangina zero,Orangina,8,1.2,1.4,0.857142857
5916,6.11E+12,Finesse cereale,Chergui,61,0,10.4,0
5917,7.62E+12,Granola cookie cœur extra moelleux,Granola,482,33,60,0.55
5918,20035846,Strong White Bread Flour,Belbake,367,1.4,75.3,0.018592297
5919,3.76E+12,Long grain incollable,Lustucru,353,0.4,79,0.005063291
5920,58449770565,Pumpkin Seed & Flax,Natures Path Organic,260.15,10.01,37.015,0.270430906
5921,4.09E+12,Greek style natural yoghurt,Brooklea,120,3.4,4.3,0.790697674
5922,5.01E+12,Basmati,Ben's,156,0.5,31,0.016129032
5923,6.41E+12,Protein Raspberry Yogurt,Arla,71,6,6.4,0.9375
5924,4.09E+12,Vegetable Stock Cubes,"Aldi, Bramwells",6,0.0001,0.4,0.00025
5925,1644432,Parmigiano Reggiano D.O.P,Sainsbury's,402,0.5,0.5,1
5926,5.39E+12,Smoked haddock & salmon chowder,Cully&Sully,82,1.6,7.3,0.219178082
5927,8.41E+12,Melocotón,Rostoy,55,13.9,13.9,1
5928,5.00E+12,Tomato & Basil,Loyd Grossman,53,5.1,6,0.85
5929,5.00E+12,Hula Hoops salted,Hula hoops,228,0.5,28,0.017857143
5930,8.41E+12,Oaty & Crispy Avoine & Cacao x 5 barres de 23 g,Nature Valley,389,16.5,66.8,0.247005988
5931,3284193,Balsamic Drizzle,Tesco,27,6.7,6.7,1
5932,5.06E+12,Extra Special Wholemeal Multigrain Sliced Loaf,Asda,128,1.3,18,0.072222222
5933,8.91E+12,Pure Honey Ani3ma,ne3ma,300,11.1429842,29.40528301,0
5934,8.10E+11,Organic Sprouted Pumpkin Seeds,Go Raw,180,0,3,0
5935,29360642,collection crafted white sourdough,Marks & Spencer,224,2.5,42.7,0.058548009
5936,6.11E+12,Jutos,Jaouda,40,8,10,0.8
5937,8.72E+12,Protein yoghurt strawberry,Arla,71,5.3,5.7,0.929824561
5938,8.41E+12,Maria,Gullón,408,0.5,75,0.006666667
5939,6.11E+12,Ice pomme 33cl,,58,14.3,14.3,1
5940,74988,Strawberry Conserve,Sainsbury's,252,57.8,60.9,0.94909688
5941,29296088,Sunflower and spelt loaf,M&S,282,1.9,36,0.052777778
5942,8.40E+12,Yogur Griego,Hacendado,150,11.3,11.3,1
5943,5.45E+12,Poms 1.3l,,28.6,6.3,6.9,0.913043478
5944,8.15E+11,100% Pure Avocado Oil Spray,Chosen Foods,0,11.1429842,0,0
5945,6.11E+12,Soif,Jaouda,76,11.1429842,13.7,0
5946,6.11E+12,tobigo,,452,26,63,0.412698413
5947,4.06E+12,Tortillas de Trigo 100% integrales,La Cestera,296,1.9,42,0.045238095
5948,3.23E+12,100% mie nature,Harrys,266,7.7,48,0.160416667
5949,474030,White Sourdough Bloomer,Sainsburys,136,1.5,24.9,0.060240964
5950,4.06E+12,Galettes de riz complet,Sondey,386,0.7,78.8,0.008883249
5951,5.06E+12,Plenish Barista Organic Almond Drink,Plenish,32,1.3,1.7,0.764705882
5952,5.94E+12,Cola doza,Coca Cola,42,10.6,10.6,1
5953,4.06E+12,White pitta bread,Rowan Hill,249,2.7,48.7,0.055441478
5954,8.72E+12,Lätta Halbfettmargarine,"Lätta, Upfield Deutschland",358,0.5,1.4,0.357142857
5955,3.23E+12,Boisson végétale Coco,Bjorg,24,2.1,2.4,0.875
5956,3.09E+12,Fruit shoot,TeisseireFruit Shoot,22,5.1,5.2,0.980769231
5957,3.11E+12,Muesli bio croustillant 3 chocolats,Charles Vignon,474,18,59,0.305084746
5958,3.48E+12,Ketchup,Jardin bio,102,21,22,0.954545455
5959,3.03E+12,Jockey straciatella 120 g x 4,"Danone, Jockey, Jockey fruits",155,17.6,18.1,0.972375691
5960,3.27E+12,Le nature brebis nature,Vrai,78,4,4,1
5961,3.07E+12,Farine de blé suprême,Francine,335,0.7,70.9,0.009873061
5962,3.56E+12,,Carrefour,111,2.3,12,0.191666667
5963,3.06E+12,Triangolini Sésame,Belin,483,6.3,59,0.106779661
5964,3.03E+12,"Danone fromage blanc 3,2% de mg nature 100 g x 8","Danone, Danone jockey nature",75,3.9,3.9,1
5965,3.25E+12,Biscottes complètes x36,Chabrior,375,6.4,63,0.101587302
5966,20884697,Meis Waffeln mit Meersalz Bio,"Bio Organic,Lidl,Sondey",26.044,0.034,5.7596,0.005903188
5967,3.12E+12,"PET1,5L SCHW.ZERO INDIAN TONIC","Orangina Schweppes, Schweppes",1,0,0,0
5968,20024642,Camembert,"Chêne d'Argent, Lidl",256,0,1,0
5969,3.17E+12,Couscous moyen,Tipiak,361,3.4,72,0.047222222
5970,3.27E+12,Sirop de grenadine,"Carrefour, Groupe Carrefour",336,80,83,0.963855422
5971,3.52E+12,,Soignon,291,1,1,1
5972,3.25E+12,Biscottes complètes x36 - BIO,"Chabrior, Faissole, Intermarché",373,5.5,65,0.084615385
5973,3.27E+12,Biscottes,"Carrefour BIO,Carrefour",396,5,74,0.067567568
5974,3.56E+12,Le Gourmand Céréales et Graines,Carrefour,289,4.4,48,0.091666667
5975,3.18E+12,Tartelettes framboise,Bonne Maman,422,52,73,0.712328767
5976,3.12E+12,Mon Tropical,"Oasis,Oasis tropical,Orangina Schweppes",28,6.6,6.6,1
5977,3.56E+12,EMMENTAL Râpé,"CARREFOUR CLASSIC', Carrefour",369,0,0,0
5978,3.18E+12,"Tendres carrés de blé - oignons, pomme de terre, emmental",Céréal Bio,226,2.3,20,0.115
5979,5.05E+12,Céréales Trésor Kellogg's Chocolat Noisettes,"Kellogg's, Trésor",437,26,69,0.376811594
5980,20132170,Spéculoos,Sondey,478,33.4,71.9,0.464534075
5981,3.56E+12,Pains au chocolat x 8,"Marque Repère, Épi d'Or",408,13,48,0.270833333
5982,20620400,YAOURT Nature,envia,44,4.8,4.8,1
5983,3.02E+12,Glico Mikado & Go - Chocolat au lait,"LU, Mikado",477,34,67,0.507462687
5984,3.04E+12,Riz basmati,Lustucru,351,0.1,77,0.001298701
5985,3.18E+12,Orge & pruneaux a la marocaine,Céréal Bio,137,4.7,19,0.247368421
5986,3.17E+12,Bénénuts 3D's Bugles Goût bacon,"3D's Bugles, BENENUTS, LAYS, PepsiCo",531,5,59,0.084745763
5987,5.41E+12,,Alpro,97.6,12.16,12.64,0.962025316
5988,3.56E+12,Bio village - Miel de Fleurs,"Bio Village, Marque Repère",320,80,80,1
5989,3.10E+12,Schtroumpfs,Haribo,332,43,75,0.573333333
5990,3.07E+12,Ma levure boulangère,Francine,359,1,19,0.052631579
5991,3.04E+12,Velouté 6 légumes bio,Liebig,28,2.6,3.8,0.684210526
5992,3.23E+12,Amande protéines,Bjorg,28,2.3,2.6,0.884615385
5993,3.56E+12,Pur jus de citron,"Carrefour BIO, Carrefour",27,2,2,1
5994,20840839,Préparation de fruits clémentines et oranges de Corse,Saveurs de nos regions,192,47,47,1
5995,3.56E+12,Riz complet,"Marque Repère, Comptoir du Grain",360,0.5,75,0.006666667
5996,3.56E+12,Emmental rapé,"Marque Repère, Les Croisés",374,2,2,1
5997,5.04E+12,Lait de coco,Grace,160,2,2,1
5998,3.25E+12,CRISTALINE Eau de Source au jus de fruits FRAISE 50cl,Cristaline,16,3.7,3.7,1
5999,3.56E+12,Lait amande intense bio,"Bio Village, Marque Repère",63,4.2,4.9,0.857142857
6000,3.18E+12,Crousti Chocolat,Gerlinea,445,1.4,60,0.023333333
6001,5.02E+12,Thé vert,Clipper,4,0,0,0
6002,3.25E+12,Chips de légumes,"Bouton D'Or, Les creations",505,33.9,41.1,0.824817518
6003,3.34E+12,Curly Cacahuète L'Original,"Curly, Intersnack, Vico",486,1.4,52,0.026923077
6004,8.72E+12,Tomato ketchup,Heinz,44,4.4,5.4,0.814814815
6005,4.25E+12,Fischstäbchen,"Fisch, IGLO Fisch, Iglo, offen 10 Stück, IGLO Tk-Fisch",199,0.8,18,0.044444444
6006,3.42E+12,,Terres & Céréales Bio,371,1,60,0.016666667
6007,3.27E+12,St. Môret Frischkäse Nature,"Savencia, St Môret",207,3,3.5,0.857142857
6008,5.41E+12,,Côte d'Or,531,54,55,0.981818182
6009,3.04E+12,Moutarde à l'Ancienne,Maille,176,6,9.4,0.638297872
6010,7.30E+12,Volkoren cracker,Wasa,330,1.5,58,0.025862069
6011,3.25E+12,Avoines,Alpina,360,2,72,0.027777778
6012,3.04E+12,Mouliné de légumes,Liebig,33,2.1,5.3,0.396226415
6013,8.48E+12,Yogur al estilo griego Stracciatella,Hacendado,159,15,15.4,0.974025974
6014,3.10E+12,300G DRAGÖLO HARIBO,Haribo,359,54,85,0.635294118
6015,8.48E+12,Salchichas Frankfurt,hacendado,201.1,0.5,5.2,0.096153846
6016,8.48E+12,30 lonchas de queso fundido sabor suave,Hacendado,231,5.8,13.5,0.42962963
6017,3.41E+12,Paysan Breton - Le Fromage Fouetté Madame Loïk - Figue Noix de nos régions françaises,"Le Fromage Fouetté Madame Loïk, Paysan Breton",272,6.5,7.5,0.866666667
6018,3.56E+12,Déli Matin allégé de 30% en sucres aux pépites de chocolat,"Marque Repère, P'tit Déli",441,16,71,0.225352113
6019,3.03E+12,Hipro 25g protéines Chocolat,Danone,54,4.8,5,0.96
6020,3.61E+12,Confitures moins sucrée - Fraise & framboise intense,Bonne Maman,164,39,39,1
6021,8.48E+12,María choco,Hacendado,466,24,69,0.347826087
6022,3.56E+12,Sardines au citron & basilic,Carrefour,159,0.7,1.2,0.583333333
6023,3.56E+12,Guacamole extra,Carrefour,196,0.7,4,0.175
6024,8.48E+12,Galletas Relieve,Hacendado,458,20,71,0.281690141
6025,20917906,Joghurt mild cremig gerührt,"Milbona, Privatmolkerei Bechtel",70,5.2,5.2,1
6026,8.08E+12,Cioccograno mb 330g,"Barilla,Mulino Bianco",473,22,60,0.366666667
6027,3.56E+12,Comté,"Marque Repère, Les Croisés",410,0.5,0.5,1
6028,3.33E+12,Fromage frais sucré aromatisé enrichi en vitamine D,"Petits filous pots, Yoplait",93,11.4,11.9,0.957983193
6029,9.00E+12,Original Neapolitaner,Manner,485,46,65,0.707692308
6030,3.56E+12,Déli Matin Multi-Céréales,"Marque Repère,P'tit Déli",447,21,67,0.313432836
6031,8.48E+12,Limón exprimido,Hacendado,29,0.01,7.1,0.001408451
6032,3.76E+12,Chocolat noir Fèves de cacao,Ethiquable,543,16,21,0.761904762
6033,3.30E+12,Le Supérieur à l'Étouffée - Conservation sans Nitrite,Fleury Michon,115,0.5,0.5,1
6034,3.02E+12,mousse chocolat,la laitière,118,10.2,10.7,0.953271028
6035,20878108,Tomate frito,"Baresa, Freshona",73,6.9,10,0.69
6036,3.45E+12,Lait Demi-Ecrémé - Stérilisé UHT,"E.Leclerc, Eco +, Eco+, Leclerc",46,4.8,4.8,1
6037,3.18E+12,Petites tartelettes Chocolat caramel,Bonne Maman,489,36,65,0.553846154
6038,20527488,Lait saveur cacao,ENVIA,69,10,10,1
6039,5.00E+12,hp sauce 255g,HP Foods,124,23.1,28.3,0.816254417
6040,6.13E+12,Voda,Essalsabil,0,0,0,0
6041,8.41E+12,Cookies de Cacao con Chips de Chocolate sin Gluten,Gullón,467,19,64,0.296875
6042,8.71E+12,Nuts & Raisins unsalted,snacks of the world,506,26.9,37,0.727027027
6043,8.08E+12,Tortiglioni- Pâtes alimentaires de semoule et de blé dur 500G,Barilla,347,3.5,64,0.0546875
6044,3.80E+12,Puffasztott Barna Rizs,Rice up!,395,1,79,0.012658228
6045,7.62E+12,Caramelo Liquido,"Royal, Mondelez",290,40.5,72,0.5625
6046,20419813,Crunchy muesli,"Crownfield, Master crumble",290,11,44,0.25
6047,3.27E+12,Bresso 100% Pflanzlich - Kräuter der Provence,"Bresso, Savencia",227,1.1,7.4,0.148648649
6048,6.13E+12,Lalla Khedidja,Cevital,0,0,0,0
6049,8.00E+12,S.pellegrino,"Nestlé, San Pellegrino",1,0,0,0
6050,8.48E+12,,Hacendado,95,11.8,12.9,0.914728682
6051,4.06E+12,Pizza Cuite Sur Pierre - Margherita,"Alfredo,Lidl,Trattoria - Alfredo",208,3.3,31,0.106451613
6052,4.06E+12,Goldessa,Milbona,238,2.8,2.8,1
6053,20201845,Rotisseur French Mustard,"Kania,Lidl",165,1.6,2.3,0.695652174
6054,7.62E+12,Oreo Original,Oreo,476,38,68,0.558823529
6055,3.18E+12,Biscuits petit déjeuner,"WW, Weight Watchers",467,13,61,0.213114754
6056,3.29E+12,"Houmous à la libanaise, thym et sésame doré",L'Atelier Blini,322,0.2,7.5,0.026666667
6057,8.00E+12,Latte parzialmente scremato,Arborea,70,7.4,7.4,1
6058,8.42E+12,,yosoy,62,11.1429842,6.7,0
6059,8.00E+12,Cereali G - granola e frolla,Galbusera,472,21,58.6,0.358361775
6060,4.06E+12,Tajine de bœuf,TOQUE DU CHEF,144,2.3,16,0.14375
6061,6.00E+12,,Philadelphia,225,4.3,4.3,1
6062,3.12E+12,Oasis tropical,"Oasis,Oasis tropical",28,6.6,6.6,1
6063,8.01E+12,Gpav cracker salato pav 560 gr,Gran Pavesi,436,3.2,64,0.05
6064,3.07E+12,La vache qui rit,"null, La vache qui rit",215,6.5,6.5,1
6065,4.06E+12,Kidney Bohnen,"Freshona,Kidneybohnen",99,0.5,13,0.038461538
